-1.0,8100,21200,0
0,-1.0,9735.5,-1.0
0,0,-1.0,4000
21100,0,0,-1.0
-1.0,17800,0,0
-1.0,9833,14400,0
0,-1.0,6333,7700
0,0,-1.0,19000
24700,0,0,-1.0
6500,23500,0,0
-1.0,6448,23200,0
0,-1.0,-1.0,-1.0
0,0,-1.0,-1.0
-1.0,0,0.0,-1.0
8700,25000,0,0
-1.0,10805,11700,0
0,-1.0,-1.0,22500
0,0,-1.0,-1.0
21300,1,0.0024,-1.0
8250,20300,0,0
-1.0,-1.0,0.0,0
0.0,-1.0,-1.0,-1.0
0,0.0,-1.0,-1.0
-1.0,0,0,-1.0
-1.0,-1.0,0,0
-1.0,12837,21900,1
0.0079,-1.0,10500,20300
1,0.0049,-1.0,13074
21700,1,0.0102,-1.0
-1.0,0.0,0,0
0.0,-1.0,21600,0
0,-1.0,15070,15500
0,0,-1.0,9500
-1.0,0,0,-1.0
6499,33800,0,0
-1.0,19000,34200,0
0,-1.0,-1.0,0.0
0,0.0,0.0,18750
-1.0,0,0,-1.0
10500,23100,1,0.0223
-1.0,-1.0,89000,0
0.0,-1.0,14200,56100
0,0,-1.0,-1.0
29400,0,0.016,45100
-1.0,86600,0,0.0
-1.0,-1.0,0.0,0
0.0,0.0,7000,-1.0
0,0,-1.0,-1.0
-1.0,0,0,-1.0
24402,30400,0,0
-1.0,7000,16800,0
0,-1.0,23000,63000
0,0,-1.0,-1.0
71300,0,0.0,-1.0
-1.0,26000,0,0
